ChCode,       Amount OB       ,        Principal Amount Due        
03PDCL2606-2," 736,536.90 "," 42,787.41 "
03PDCL2607-1," 822,280.29 "," 43,086.65 "
03PDFL2608-1," 843,695.69 "," 37,483.22 "
03PDFL2608-10," 985,174.91 "," 37,941.68 "
03PDFL2608-11," 984,177.54 "," 43,590.45 "
03PDFL2608-13," 1,275,517.31 "," 45,384.87 "
03PDFL2608-14," 915,716.84 "," 73,263.46 "
03PDFL2608-15," 983,362.13 "," 44,497.54 "
03PDFL2608-16," 576,700.71 "," 26,754.82 "
03PDFL2608-17," 1,285,975.03 "," 58,145.83 "
03PDFL2608-18," 225,857.35 "," 13,271.39 "
03PDFL2608-19," 335,697.33 "," 11,656.00 "
03PDFL2608-2," 986,876.55 "," 33,082.96 "
03PDFL2608-20," 850,796.09 "," 32,684.44 "
03PDFL2608-21," 778,878.36 "," 27,891.32 "
03PDFL2608-22," 522,880.87 "," 82,659.30 "
03PDFL2608-23," 2,872,900.33 "," 96,723.55 "
03PDFL2608-24," 1,230,954.33 "," 56,863.76 "
03PDFL2608-25," 930,154.19 "," 45,224.80 "
03PDFL2608-26," 774,481.42 "," 29,306.49 "
03PDFL2608-27," 1,384,729.31 "," 66,096.67 "
03PDFL2608-28," 944,177.47 "," 42,711.77 "
03PDFL2608-3," 786,333.24 "," 33,434.84 "
03PDFL2608-5," 358,647.52 "," 56,543.19 "
03PDFL2608-6," 946,287.06 "," 35,866.83 "
03PDFL2608-7," 1,020,149.06 "," 38,080.22 "
03PDFL2608-8," 2,350,379.98 "," 100,381.46 "
03PDFL2608-9," 629,872.08 "," 19,560.35 "
03PDML2606-1," 2,008,385.06 "," 101,615.67 "
03PDML2606-2," 849,909.15 "," 45,241.79 "
03PDML2606-3," 1,018,384.66 "," 47,368.61 "
03PDML2606-5," 556,604.36 "," 37,159.57 "
03PDML2606-6," 675,645.37 "," 38,302.73 "
03PDML2607-1," 426,153.18 "," 37,291.93 "
03PDML2607-2," 847,894.48 "," 49,630.29 "
03PDML2607-3," 297,982.75 "," 60,665.00 "
03PDML2607-4," 830,065.62 "," 43,928.63 "
03PDRL2606-1," 838,422.56 "," 40,449.03 "
03PDRL2607-1," 807,291.48 "," 44,016.06 "
03PDRL2607-2," 373,727.54 "," 33,514.52 "
03PDRL2607-3," 694,509.04 "," 30,806.23 "
03PDRL2607-4," 577,682.10 "," 32,759.34 "
03PDRL2607-5," 854,747.34 "," 49,666.51 "
03PDRL2607-7," 1,276,795.76 "," 61,841.41 "
03PDRL2608-1," 590,295.89 "," 37,348.66 "
03PDRL2608-2," 854,163.21 "," 30,597.19 "
03PDRL2608-3," 792,943.74 "," 45,305.15 "
03PDRL2608-4," 216,605.24 "," 17,467.65 "
03PDRL2608-5," 677,642.21 "," 61,081.37 "
03PDRL2608-6," 967,592.48 "," 37,489.02 "
03PDRL2608-7," 1,370,430.52 "," 78,248.88 "
03PDRL2608-8," 937,261.59 "," 43,377.18 "
03PDRL2608-9," 637,485.65 "," 28,511.31 "
03PDTL2608-1," 267,588.58 "," 16,741.55 "
03PDTL2608-2," 1,707,354.23 "," 98,073.70 "
03PDTL2608-3," 1,472,129.60 "," 113,734.46 "
03PDTL2608-4," 929,123.72 "," 59,752.89 "
03PDTL2608-5," 719,997.00 "," 21,425.10 "
03PDTL2608-6," 580,686.30 "," 37,242.06 "
03PDTL2608-7," 542,546.95 "," 25,508.63 "
03PDTL2608-8," 1,414,891.85 "," 85,760.12 "
03PFCL2606-1," 701,941.42 "," 30,976.43 "
03PFCL2606-4," 772,324.58 "," 34,283.58 "
03PFCL2607-1," 862,871.52 "," 38,667.04 "
03PFCL2607-2," 1,181,479.20 "," 50,958.86 "
03PFCL2607-3," 894,763.50 "," 40,725.87 "
03PFCL2607-4," 554,727.95 "," 19,904.34 "
03PFCL2607-5," 3,653,720.25 "," 167,231.05 "
03PFCL2607-6," 1,219,762.84 "," 58,062.35 "
03PFCL2607-7," 1,538,682.08 "," 81,553.55 "
03PFCL2607-8," 522,591.77 "," 22,578.51 "
03PFFL2608-1," 393,022.44 "," 11,893.17 "
03PFFL2608-10," 714,630.23 "," 29,193.90 "
03PFFL2608-11," 391,007.10 "," 14,712.52 "
03PFFL2608-12," 817,475.68 "," 37,308.87 "
03PFFL2608-13," 393,286.46 "," 15,993.68 "
03PFFL2608-14," 413,585.34 "," 12,047.16 "
03PFFL2608-15," 450,373.43 "," 21,059.97 "
03PFFL2608-16," 722,919.14 "," 32,399.69 "
03PFFL2608-17," 839,236.03 "," 38,364.51 "
03PFFL2608-18," 385,031.18 "," 35,187.91 "
03PFFL2608-19," 693,580.60 "," 29,985.42 "
03PFFL2608-2," 214,893.00 "," 14,040.78 "
03PFFL2608-20," 730,491.60 "," 25,198.64 "
03PFFL2608-22," 317,938.98 "," 15,739.21 "
03PFFL2608-24," 356,175.66 "," 19,499.21 "
03PFFL2608-25," 1,162,062.52 "," 40,674.89 "
03PFFL2608-26," 793,579.83 "," 32,042.63 "
03PFFL2608-28," 184,573.18 "," 19,354.73 "
03PFFL2608-29," 635,958.31 "," 25,401.94 "
03PFFL2608-30," 869,966.22 "," 27,175.40 "
03PFFL2608-32," 434,518.53 "," 15,059.96 "
03PFFL2608-34," 357,606.83 "," 14,470.76 "
03PFFL2608-36," 721,608.10 "," 25,431.44 "
03PFFL2608-37," 574,814.84 "," 23,833.84 "
03PFFL2608-38," 379,817.24 "," 10,675.50 "
03PFFL2608-39," 252,249.69 "," 16,196.24 "
03PFFL2608-4," 303,739.51 "," 10,440.77 "
03PFFL2608-40," 626,514.93 "," 17,756.14 "
03PFFL2608-41," 714,017.75 "," 30,109.10 "
03PFFL2608-42," 872,918.09 "," 45,762.10 "
03PFFL2608-43," 745,616.98 "," 29,939.75 "
03PFFL2608-44," 939,153.88 "," 40,227.30 "
03PFFL2608-45," 93,135.61 "," 26,792.51 "
03PFFL2608-46," 390,651.50 "," 11,608.34 "
03PFFL2608-48," 348,096.79 "," 17,103.38 "
03PFFL2608-49," 836,859.31 "," 34,918.33 "
03PFFL2608-50," 372,310.99 "," 18,118.57 "
03PFFL2608-51," 37,740.46 "," 3,568.35 "
03PFFL2608-52," 878,031.27 "," 32,681.13 "
03PFFL2608-53," 917,111.15 "," 32,390.93 "
03PFFL2608-54," 816,580.76 "," 41,351.05 "
03PFFL2608-55," 556,240.02 "," 24,213.66 "
03PFFL2608-56," 1,320,423.14 "," 56,053.65 "
03PFFL2608-57," 823,326.40 "," 36,149.26 "
03PFFL2608-58," 124,928.63 "," 10,772.78 "
03PFFL2608-59," 877,369.22 "," 54,346.36 "
03PFFL2608-6," 294,760.10 "," 14,884.82 "
03PFFL2608-60," 252,489.14 "," 15,383.13 "
03PFFL2608-62," 93,320.34 "," 16,953.07 "
03PFFL2608-63," 61,296.60 "," 4,905.03 "
03PFFL2608-64," 532,588.03 "," 22,338.07 "
03PFFL2608-65," 1,491,974.64 "," 56,881.80 "
03PFFL2608-66," 1,595,988.59 "," 62,203.53 "
03PFFL2608-67," 430,876.27 "," 20,320.18 "
03PFFL2608-68," 753,012.90 "," 32,299.30 "
03PFFL2608-7," 39,319.29 "," 6,401.35 "
03PFFL2608-8," 1,253,345.59 "," 47,297.25 "
03PFFL2608-9," 696,793.00 "," 40,185.10 "
03PFML2606-1," 129,259.61 "," 9,153.71 "
03PFML2606-2," 2,630,604.53 "," 127,342.00 "
03PFML2606-3," 151,648.47 "," 37,547.75 "
03PFML2607-1," 693,038.15 "," 46,705.26 "
03PFML2607-10," 709,437.38 "," 38,517.49 "
03PFML2607-11," 477,096.22 "," 30,795.83 "
03PFML2607-2," 747,837.55 "," 36,725.69 "
03PFML2607-3," 1,642,702.31 "," 73,424.40 "
03PFML2607-4," 378,057.52 "," 20,736.11 "
03PFML2607-6," 943,691.09 "," 87,964.54 "
03PFML2607-8," 412,504.50 "," 20,590.05 "
03PFML2607-9," 2,673,517.07 "," 127,829.65 "
03PFRL2606-1," 2,157,372.00 "," 101,032.34 "
03PFRL2606-2," 282,594.50 "," 27,091.04 "
03PFRL2606-3," 847,567.82 "," 40,124.13 "
03PFRL2606-4," 281,464.01 "," 47,921.60 "
03PFRL2606-5," 337,580.88 "," 29,091.05 "
03PFRL2606-6," 982,000.20 "," 45,716.57 "
03PFRL2606-7," 770,654.15 "," 42,992.72 "
03PFRL2607-10," 801,660.99 "," 37,920.58 "
03PFRL2607-3," 285,934.77 "," 15,078.28 "
03PFRL2607-4," 380,078.52 "," 14,226.63 "
03PFRL2607-6," 437,389.18 "," 39,085.32 "
03PFRL2607-7," 1,841,295.36 "," 96,306.32 "
03PFRL2607-8," 532,077.10 "," 30,692.31 "
03PFRL2607-9," 596,998.54 "," 33,073.89 "
03PFRL2608-1," 1,946,971.18 "," 85,346.99 "
03PFRL2608-10," 446,114.05 "," 16,378.26 "
03PFRL2608-11," 53,591.17 "," 12,316.60 "
03PFRL2608-12," 303,773.44 "," 13,964.21 "
03PFRL2608-13," 1,767,339.09 "," 67,778.68 "
03PFRL2608-14," 204,663.34 "," 14,101.92 "
03PFRL2608-15," 1,834,723.85 "," 71,385.72 "
03PFRL2608-16," 295,754.33 "," 18,033.11 "
03PFRL2608-18," 1,845,738.77 "," 68,202.21 "
03PFRL2608-19," 424,805.39 "," 15,870.70 "
03PFRL2608-2," 631,981.34 "," 31,821.68 "
03PFRL2608-3," 416,320.52 "," 15,134.58 "
03PFRL2608-4," 313,137.38 "," 15,841.59 "
03PFRL2608-5," 771,661.91 "," 30,906.89 "
03PFRL2608-6," 416,246.41 "," 21,892.62 "
03PFRL2608-7," 271,970.67 "," 24,486.21 "
03PFRL2608-8," 446,805.63 "," 21,165.60 "
03PFRL2608-9," 286,159.85 "," 15,207.20 "
03PFTL2606-1," 761,310.99 "," 25,631.31 "
03PFTL2608-1," 97,973.23 "," 18,095.70 "
03PFTL2608-2," 390,140.74 "," 13,836.55 "
03PFTL2608-3," 397,414.92 "," 28,258.22 "
03PFTL2608-4," 774,099.58 "," 36,347.86 "
03PFTL2608-5," 308,727.01 "," 38,245.36 "
03PFTL2608-6," 1,794,490.84 "," 81,892.25 "
03PFTL2608-7," 748,798.28 "," 22,660.16 "
03PFTL2608-8," 2,185,207.44 "," 67,762.49 "
03PGFL2608-1," 376,713.33 "," 19,628.28 "
03PGFL2608-2," 1,092,794.78 "," 46,146.67 "
03PGFL2608-3," 2,184,820.43 "," 95,579.72 "
03PGFL2608-4," 512,371.13 "," 31,418.40 "
03PGFL2608-5," 799,850.17 "," 71,034.02 "
03PGRL2608-1," 395,454.77 "," 11,497.34 "
03PGTL2608-1," 1,747,782.86 "," 91,669.73 "
03PHFL2608-1," 217,946.43 "," 13,184.42 "
03PHFL2608-2," 156,847.04 "," 7,517.83 "
03PHFL2608-3," 834,987.73 "," 45,408.15 "
03PHFL2608-4," 880,103.29 "," 71,527.32 "
03PHFL2608-5," 339,917.73 "," 14,222.27 "
03PHFL2608-6," 686,317.94 "," 28,181.82 "
03PHRL2608-1," 47,748.62 "," 10,868.23 "
03PHRL2608-2," 351,097.40 "," 10,990.80 "
03PIFL2606-1," 712,347.44 "," 25,188.10 "
03PIFL2606-10," 222,312.75 "," 11,649.29 "
03PIFL2606-11," 484,317.29 "," 29,119.59 "
03PIFL2606-14," 670,465.94 "," 28,104.95 "
03PIFL2606-16," 483,103.66 "," 17,634.87 "
03PIFL2606-18," 777,754.13 "," 31,910.21 "
03PIFL2606-19," 304,739.55 "," 11,195.71 "
03PIFL2606-21," 835,697.58 "," 53,185.89 "
03PIFL2606-25," 507,824.96 "," 21,646.98 "
03PIFL2606-26," 717,022.51 "," 31,213.93 "
03PIFL2606-3," 449,854.38 "," 19,266.48 "
03PIFL2606-34," 705,661.93 "," 28,252.01 "
03PIFL2606-39," 236,526.91 "," 10,820.84 "
03PIFL2606-4," 611,411.68 "," 25,771.94 "
03PIFL2606-40," 250,567.51 "," 9,762.08 "
03PIFL2606-42," 292,608.99 "," 9,615.99 "
03PIFL2606-43," 1,100,269.47 "," 39,523.13 "
03PIFL2606-46," 419,138.34 "," 19,891.10 "
03PIFL2606-47," 243,956.21 "," 10,136.06 "
03PIFL2606-52," 379,257.09 "," 14,547.30 "
03PIFL2606-55," 506,662.60 "," 21,449.63 "
03PIFL2606-56," 542,584.45 "," 19,558.83 "
03PIFL2606-57," 243,858.67 "," 8,696.25 "
03PIFL2606-58," 446,116.19 "," 13,992.17 "
03PIFL2606-6," 1,039,548.91 "," 44,047.94 "
03PIFL2606-62," 365,056.70 "," 12,579.85 "
03PIFL2606-63," 508,551.28 "," 28,100.92 "
03PIFL2606-66," 421,639.47 "," 15,358.04 "
03PIFL2606-74," 857,116.67 "," 30,145.96 "
03PIFL2606-77," 251,758.79 "," 11,122.84 "
03PIFL2606-80," 190,890.14 "," 8,771.21 "
03PIFL2606-82," 283,938.53 "," 10,689.86 "
03PIFL2607-10," 1,163,368.43 "," 39,179.85 "
03PIFL2607-11," 1,750,662.81 "," 70,561.81 "
03PIFL2607-14," 1,660,999.04 "," 67,154.78 "
03PIFL2607-16," 1,109,482.58 "," 45,387.86 "
03PIFL2607-17," 1,297,304.67 "," 8,853.34 "
03PIFL2607-18," 1,163,483.87 "," 53,055.45 "
03PIFL2607-2," 2,250,968.21 "," 89,878.03 "
03PIFL2607-20," 1,052,300.96 "," 21,096.20 "
03PIFL2607-22," 2,744,263.85 "," 96,114.93 "
03PIFL2607-23," 1,584,606.03 "," 56,882.33 "
03PIFL2607-24," 1,058,508.40 "," 6,062.39 "
03PIFL2607-27," 1,434,465.67 "," 57,741.53 "
03PIFL2607-29," 1,675,846.81 "," 57,629.93 "
03PIFL2607-30," 1,246,520.08 "," 53,765.10 "
03PIFL2607-31," 2,092,357.14 "," 70,592.06 "
03PIFL2607-33," 2,177,750.79 "," 88,003.85 "
03PIFL2607-34," 1,549,024.28 "," 25,598.45 "
03PIFL2607-35," 2,275,499.22 "," 110,033.23 "
03PIFL2607-36," 1,313,996.91 "," 53,325.10 "
03PIFL2607-37," 2,663,702.73 "," 114,418.90 "
03PIFL2607-38," 3,205,228.88 "," 129,573.92 "
03PIFL2607-39," 1,539,542.83 "," 62,547.29 "
03PIFL2607-4," 1,823,422.10 "," 73,951.09 "
03PIFL2607-40," 790,466.49 "," 32,189.56 "
03PIFL2607-42," 2,550,633.80 "," 113,415.72 "
03PIFL2607-44," 2,144,055.00 "," 86,214.91 "
03PIFL2607-45," 1,327,973.49 "," 54,299.95 "
03PIFL2607-47," 1,746,414.23 "," 71,176.74 "
03PIFL2607-48," 2,316,009.15 "," 113,543.21 "
03PIFL2607-49," 1,713,092.45 "," 57,317.91 "
03PIFL2607-5," 1,313,111.16 "," 36,652.06 "
03PIFL2607-52," 1,196,833.63 "," 40,365.41 "
03PIFL2607-53," 2,252,346.62 "," 76,494.25 "
03PIFL2607-54," 1,284,294.13 "," 70,524.20 "
03PIFL2607-55," 1,766,059.96 "," 66,737.12 "
03PIFL2607-56," 1,757,284.29 "," 77,094.78 "
03PIFL2607-58," 1,985,905.26 "," 71,836.80 "
03PIFL2607-59," 2,828,332.53 "," 96,400.40 "
03PIFL2607-60," 1,554,328.13 "," 30,959.17 "
03PIFL2607-63," 1,549,594.69 "," 37,468.78 "
03PIFL2607-64," 1,329,482.68 "," 44,733.14 "
03PIFL2607-65," 771,710.19 "," 17,381.38 "
03PIFL2607-66," 1,741,073.69 "," 48,895.35 "
03PIFL2607-69," 1,677,877.01 "," 57,891.37 "
03PIFL2607-7," 1,195,246.57 "," 33,423.65 "
03PIFL2607-70," 751,106.76 "," 25,294.70 "
03PIFL2607-8," 1,379,721.52 "," 101,304.58 "
03PIFL2607-9," 1,745,596.22 "," 73,114.84 "
03PIFL2608-1," 410,419.38 "," 18,612.42 "
03PIFL2608-10," 1,317,303.02 "," 44,296.71 "
03PIFL2608-100," 1,518,960.43 "," 71,780.85 "
03PIFL2608-101," 640,724.91 "," 26,898.78 "
03PIFL2608-11," 892,256.71 "," 29,965.85 "
03PIFL2608-12," 1,169,424.40 "," 46,199.71 "
03PIFL2608-13," 1,548,353.17 "," 51,083.41 "
03PIFL2608-14," 1,069,769.41 "," 38,213.99 "
03PIFL2608-15," 1,527,985.21 "," 51,027.80 "
03PIFL2608-16," 1,643,832.46 "," 46,191.36 "
03PIFL2608-17," 670,446.10 "," 26,786.05 "
03PIFL2608-18," 1,248,353.93 "," 41,953.52 "
03PIFL2608-19," 1,273,321.01 "," 42,095.46 "
03PIFL2608-2," 1,298,824.91 "," 36,408.80 "
03PIFL2608-20," 887,923.13 "," 30,011.65 "
03PIFL2608-21," 750,547.83 "," 35,170.90 "
03PIFL2608-22," 2,335,000.00 "," 94,418.87 "
03PIFL2608-23," 1,250,000.00 "," 50,462.01 "
03PIFL2608-24," 1,316,558.54 "," 35,698.56 "
03PIFL2608-25," 1,247,017.58 "," 44,038.57 "
03PIFL2608-26," 703,602.13 "," 27,843.99 "
03PIFL2608-27," 231,725.46 "," 27,766.07 "
03PIFL2608-28," 1,490,237.40 "," 49,608.90 "
03PIFL2608-29," 1,640,000.00 "," 55,224.31 "
03PIFL2608-3," 958,735.82 "," 32,204.71 "
03PIFL2608-30," 1,780,000.00 "," 73,214.77 "
03PIFL2608-31," 2,179,411.53 "," 86,586.91 "
03PIFL2608-32," 3,456,000.00 "," 116,574.24 "
03PIFL2608-33," 855,587.41 "," 28,801.98 "
03PIFL2608-34," 1,677,349.63 "," 76,992.14 "
03PIFL2608-35," 327,666.40 "," 85,423.76 "
03PIFL2608-36," 1,127,698.56 "," 38,383.37 "
03PIFL2608-37," 3,177,517.85 "," 85,877.74 "
03PIFL2608-38," 1,152,367.57 "," 46,101.71 "
03PIFL2608-39," 1,790,299.68 "," 72,156.22 "
03PIFL2608-40," 3,502,000.00 "," 159,387.01 "
03PIFL2608-41," 730,627.76 "," 29,557.71 "
03PIFL2608-42," 1,950,000.00 "," 78,760.64 "
03PIFL2608-43," 1,790,299.68 "," 72,041.47 "
03PIFL2608-44," 2,364,000.00 "," 79,403.64 "
03PIFL2608-45," 721,932.99 "," 31,107.42 "
03PIFL2608-46," 1,248,540.51 "," 35,431.66 "
03PIFL2608-47," 1,148,485.62 "," 38,655.93 "
03PIFL2608-48," 912,426.60 "," 29,940.04 "
03PIFL2608-49," 889,317.56 "," 41,862.30 "
03PIFL2608-5," 4,320,000.00 "," 176,532.25 "
03PIFL2608-50," 1,158,872.32 "," 38,443.25 "
03PIFL2608-52," 1,735,851.04 "," 69,276.08 "
03PIFL2608-53," 1,750,000.00 "," 70,444.88 "
03PIFL2608-54," 1,170,574.30 "," 38,821.45 "
03PIFL2608-55," 2,298,816.73 "," 92,666.39 "
03PIFL2608-56," 3,307,989.87 "," 132,600.95 "
03PIFL2608-57," 3,802,000.00 "," 153,680.08 "
03PIFL2608-58," 670,259.10 "," 25,079.45 "
03PIFL2608-59," 1,830,000.00 "," 110,070.21 "
03PIFL2608-60," 3,118,731.90 "," 119,434.22 "
03PIFL2608-62," 1,400,774.50 "," 47,135.87 "
03PIFL2608-63," 1,876,726.78 "," 58,251.80 "
03PIFL2608-64," 1,584,346.64 "," 61,958.82 "
03PIFL2608-65," 1,697,207.15 "," 69,145.75 "
03PIFL2608-66," 1,750,000.00 "," 70,444.88 "
03PIFL2608-67," 1,467,435.18 "," 48,420.81 "
03PIFL2608-68," 1,500,050.00 "," 59,640.49 "
03PIFL2608-69," 3,837,000.00 "," 154,681.52 "
03PIFL2608-7," 3,951,247.34 "," 119,244.46 "
03PIFL2608-70," 1,198,419.78 "," 40,417.09 "
03PIFL2608-71," 2,924,718.17 "," 98,386.40 "
03PIFL2608-72," 778,941.81 "," 25,903.38 "
03PIFL2608-73," 1,198,861.39 "," 48,388.78 "
03PIFL2608-74," 2,322,890.00 "," 89,072.78 "
03PIFL2608-75," 870,387.52 "," 35,019.14 "
03PIFL2608-76," 2,887,000.00 "," 116,561.84 "
03PIFL2608-77," 1,029,457.26 "," 51,927.30 "
03PIFL2608-78," 1,924,331.75 "," 65,023.93 "
03PIFL2608-79," 690,522.12 "," 26,296.94 "
03PIFL2608-8," 1,508,282.37 "," 49,780.77 "
03PIFL2608-80," 5,990,781.72 "," 202,897.51 "
03PIFL2608-81," 955,572.03 "," 40,748.93 "
03PIFL2608-82," 888,346.33 "," 19,859.29 "
03PIFL2608-83," 2,649,003.71 "," 98,457.34 "
03PIFL2608-84," 1,212,180.59 "," 41,499.83 "
03PIFL2608-85," 2,975,000.00 "," 117,716.81 "
03PIFL2608-86," 3,780,743.67 "," 161,427.44 "
03PIFL2608-88," 865,508.23 "," 27,463.84 "
03PIFL2608-89," 1,777,656.00 "," 49,851.15 "
03PIFL2608-9," 1,529,829.91 "," 65,511.90 "
03PIFL2608-90," 1,293,841.19 "," 55,214.38 "
03PIFL2608-91," 930,101.49 "," 30,720.09 "
03PIFL2608-92," 1,223,055.67 "," 43,086.30 "
03PIFL2608-93," 775,664.01 "," 34,606.53 "
03PIFL2608-94," 1,999,021.73 "," 86,572.45 "
03PIFL2608-95," 3,183,000.00 "," 128,292.74 "
03PIFL2608-96," 2,176,850.40 "," 72,363.81 "
03PIFL2608-97," 3,627,790.85 "," 121,598.12 "
03PIFL2608-98," 758,320.37 "," 29,433.75 "
03PIFL2608-99," 4,607,460.00 "," 185,737.86 "
03PIRL2606-1," 61,669.69 "," 14,690.62 "
03PIRL2606-11," 519,802.40 "," 27,573.87 "
03PIRL2606-12," 1,436,579.89 "," 61,642.77 "
03PIRL2606-13," 516,163.57 "," 26,583.11 "
03PIRL2606-14," 1,020,659.79 "," 58,339.03 "
03PIRL2606-15," 507,003.63 "," 46,610.19 "
03PIRL2606-18," 1,000,506.74 "," 48,048.15 "
03PIRL2606-19," 1,257,602.69 "," 59,753.49 "
03PIRL2606-2," 569,334.74 "," 30,525.86 "
03PIRL2606-20," 833,936.23 "," 37,135.00 "
03PIRL2606-21," 315,997.65 "," 15,600.75 "
03PIRL2606-22," 572,617.86 "," 25,694.54 "
03PIRL2606-23," 1,017,273.69 "," 51,599.16 "
03PIRL2606-27," 1,662,359.31 "," 69,354.51 "
03PIRL2606-28," 413,645.92 "," 17,760.29 "
03PIRL2606-3," 1,711,325.44 "," 70,968.74 "
03PIRL2606-4," 1,482,879.95 "," 66,571.05 "
03PIRL2606-5," 542,266.34 "," 26,592.03 "
03PIRL2606-8," 411,783.94 "," 18,697.25 "
03PIRL2606-9," 565,543.76 "," 25,146.94 "
03PIRL2607-1," 441,700.15 "," 15,279.38 "
03PIRL2607-10," 131,382.21 "," 14,737.93 "
03PIRL2607-13," 414,130.43 "," 12,418.34 "
03PIRL2607-14," 93,678.57 "," 13,401.44 "
03PIRL2607-15," 911,525.23 "," 35,526.27 "
03PIRL2607-16," 403,395.34 "," 10,061.07 "
03PIRL2607-17," 1,222,861.80 "," 44,924.63 "
03PIRL2607-18," 1,500,509.72 "," 52,936.81 "
03PIRL2607-19," 1,542,285.98 "," 54,154.92 "
03PIRL2607-21," 221,061.01 "," 12,682.96 "
03PIRL2607-22," 749,178.97 "," 25,700.70 "
03PIRL2607-23," 937,868.80 "," 38,411.34 "
03PIRL2607-26," 862,545.93 "," 30,790.52 "
03PIRL2607-27," 506,772.00 "," 25,224.60 "
03PIRL2607-28," 1,116,509.40 "," 40,099.51 "
03PIRL2607-29," 378,574.25 "," 15,712.28 "
03PIRL2607-3," 770,004.07 "," 30,825.91 "
03PIRL2607-4," 994,232.79 "," 37,604.00 "
03PIRL2607-5," 369,960.32 "," 16,923.25 "
03PIRL2607-6," 563,337.76 "," 25,577.30 "
03PIRL2607-7," 1,160,727.32 "," 40,830.41 "
03PIRL2607-9," 696,004.26 "," 27,268.39 "
03PIRL2608-1," 751,857.88 "," 30,759.79 "
03PIRL2608-10," 242,173.45 "," 8,460.46 "
03PIRL2608-11," 529,314.18 "," 16,115.80 "
03PIRL2608-12," 843,258.56 "," 33,027.71 "
03PIRL2608-13," 382,583.28 "," 19,918.36 "
03PIRL2608-14," 446,821.04 "," 20,111.57 "
03PIRL2608-15," 1,285,648.09 "," 44,690.25 "
03PIRL2608-16," 622,412.52 "," 22,394.09 "
03PIRL2608-17," 259,769.06 "," 19,736.64 "
03PIRL2608-18," 630,237.77 "," 28,017.73 "
03PIRL2608-19," 345,111.60 "," 63,913.53 "
03PIRL2608-2," 780,999.97 "," 36,665.37 "
03PIRL2608-20," 987,431.27 "," 41,953.78 "
03PIRL2608-21," 874,214.93 "," 37,175.89 "
03PIRL2608-22," 515,162.00 "," 11,602.47 "
03PIRL2608-23," 1,113,121.90 "," 37,110.39 "
03PIRL2608-24," 273,102.03 "," 14,901.81 "
03PIRL2608-25," 1,175,821.42 "," 43,207.06 "
03PIRL2608-26," 755,272.63 "," 32,040.45 "
03PIRL2608-27," 1,239,482.17 "," 93,358.27 "
03PIRL2608-28," 1,480,393.83 "," 88,068.03 "
03PIRL2608-29," 751,763.06 "," 28,728.38 "
03PIRL2608-3," 721,215.40 "," 33,990.42 "
03PIRL2608-30," 1,175,698.55 "," 48,529.06 "
03PIRL2608-4," 917,838.64 "," 26,500.59 "
03PIRL2608-5," 2,631,445.67 "," 108,907.73 "
03PIRL2608-6," 1,613,800.55 "," 56,045.55 "
03PIRL2608-7," 1,182,239.60 "," 42,162.60 "
03PIRL2608-8," 1,117,153.24 "," 39,792.22 "
03PIRL2608-9," 1,391,505.51 "," 57,459.81 "
03PISL2608-1," 670,349.27 "," 18,565.50 "
03PISL2608-11," 1,480,710.63 "," 34,019.94 "
03PISL2608-12," 365,779.23 "," 10,157.52 "
03PISL2608-13," 724,903.60 "," 25,985.36 "
03PISL2608-14," 1,517,018.27 "," 32,138.05 "
03PISL2608-16," 543,857.11 "," 15,093.17 "
03PISL2608-17," 748,712.97 "," 14,873.04 "
03PISL2608-18," 422,996.33 "," 9,956.86 "
03PISL2608-2," 773,670.07 "," 15,343.87 "
03PISL2608-3," 651,639.53 "," 15,335.14 "
03PISL2608-4," 399,313.58 "," 11,132.68 "
03PISL2608-5," 837,232.34 "," 13,911.10 "
03PISL2608-6," 408,950.27 "," 15,286.74 "
03PISL2608-7," 1,297,769.15 "," 25,811.25 "
03PISL2608-9," 1,617,220.01 "," 26,829.17 "
03PITL2607-1," 748,629.07 "," 27,319.35 "
03PITL2607-10," 439,499.84 "," 15,988.82 "
03PITL2607-11," 716,997.15 "," 26,578.87 "
03PITL2607-12," 1,477,564.55 "," 58,300.11 "
03PITL2607-13," 759,684.53 "," 30,227.29 "
03PITL2607-14," 553,234.50 "," 23,833.19 "
03PITL2607-15," 415,549.97 "," 16,945.34 "
03PITL2607-16," 568,727.68 "," 26,320.48 "
03PITL2607-17," 556,291.03 "," 20,471.96 "
03PITL2607-18," 881,297.43 "," 33,830.73 "
03PITL2607-19," 1,374,498.80 "," 89,872.58 "
03PITL2607-2," 587,903.01 "," 27,567.88 "
03PITL2607-21," 423,409.52 "," 15,308.65 "
03PITL2607-22," 1,247,457.93 "," 64,329.83 "
03PITL2607-23," 1,567,781.36 "," 58,058.69 "
03PITL2607-24," 215,046.10 "," 11,181.12 "
03PITL2607-25," 397,050.46 "," 19,376.41 "
03PITL2607-26," 2,297,978.91 "," 90,876.51 "
03PITL2607-27," 189,538.08 "," 24,488.88 "
03PITL2607-28," 566,610.62 "," 30,934.54 "
03PITL2607-29," 624,783.77 "," 22,960.26 "
03PITL2607-3," 913,466.50 "," 35,488.32 "
03PITL2607-30," 300,604.66 "," 13,786.66 "
03PITL2607-31," 506,194.78 "," 16,497.64 "
03PITL2607-32," 109,488.25 "," 16,293.63 "
03PITL2607-33," 1,246,278.57 "," 46,122.11 "
03PITL2607-34," 460,859.21 "," 19,111.32 "
