ChCode,       Amount OB       ,        Principal Amount Due        
02PPRL2608-12," 1,166,150.21 "," 43,819.30 "
02PPRL2608-13," 1,770,595.94 "," 51,926.21 "
02PPRL2608-14," 2,221,880.87 "," 72,390.36 "
02PPRL2608-2," 573,045.82 "," 26,908.25 "
02PPRL2608-3," 634,773.31 "," 39,494.74 "
02PPRL2608-4," 2,252,955.05 "," 62,962.73 "
02PPRL2608-5," 1,035,653.38 "," 28,520.29 "
02PPRL2608-6," 765,056.70 "," 21,627.02 "
02PPRL2608-8," 970,480.38 "," 32,303.14 "
02PPRL2608-9," 574,154.53 "," 24,986.24 "
02PRFL2606-1," 723,879.85 "," 31,287.38 "
02PRFL2606-12," 429,613.61 "," 16,945.95 "
02PRFL2606-13," 317,014.58 "," 19,740.83 "
02PRFL2606-17," 821,363.86 "," 41,268.69 "
02PRFL2606-18," 986,831.76 "," 56,924.59 "
02PRFL2606-19," 470,947.57 "," 19,863.43 "
02PRFL2606-3," 1,296,206.59 "," 61,425.56 "
02PRFL2606-4," 917,941.75 "," 46,975.95 "
02PRFL2607-1," 338,454.57 "," 15,277.07 "
02PRFL2607-10," 349,309.10 "," 13,826.29 "
02PRFL2607-15," 306,616.37 "," 12,349.98 "
02PRFL2607-16," 353,842.56 "," 22,627.56 "
02PRFL2607-18," 442,570.69 "," 20,357.20 "
02PRFL2607-2," 388,507.63 "," 14,335.56 "
02PRFL2607-4," 790,997.41 "," 31,620.72 "
02PRFL2607-8," 263,278.52 "," 8,390.36 "
02PRFL2607-9," 221,860.24 "," 7,188.62 "
02PRFL2608-1," 852,175.88 "," 30,686.88 "
02PRFL2608-10," 534,903.85 "," 15,463.51 "
02PRFL2608-100," 695,362.72 "," 61,240.51 "
02PRFL2608-101," 683,369.74 "," 24,582.40 "
02PRFL2608-102," 516,180.39 "," 17,557.14 "
02PRFL2608-103," 1,583,475.53 "," 61,252.77 "
02PRFL2608-104," 792,374.97 "," 27,556.80 "
02PRFL2608-105," 905,203.08 "," 29,435.16 "
02PRFL2608-107," 436,405.23 "," 15,350.31 "
02PRFL2608-108," 819,763.89 "," 28,977.83 "
02PRFL2608-109," 422,278.16 "," 15,079.80 "
02PRFL2608-11," 1,438,551.05 "," 62,640.31 "
02PRFL2608-110," 380,455.90 "," 10,894.12 "
02PRFL2608-111," 411,663.61 "," 15,140.14 "
02PRFL2608-112," 778,673.02 "," 27,545.68 "
02PRFL2608-113," 386,912.05 "," 13,977.33 "
02PRFL2608-114," 691,640.82 "," 24,293.19 "
02PRFL2608-115," 1,111,582.76 "," 41,184.20 "
02PRFL2608-117," 683,982.22 "," 22,197.10 "
02PRFL2608-118," 807,092.15 "," 53,527.43 "
02PRFL2608-119," 401,136.50 "," 13,701.57 "
02PRFL2608-12," 1,019,817.39 "," 30,823.56 "
02PRFL2608-120," 1,454,138.03 "," 41,959.11 "
02PRFL2608-121," 394,307.10 "," 21,149.19 "
02PRFL2608-124," 1,819,594.59 "," 83,333.00 "
02PRFL2608-125," 414,737.40 "," 12,334.28 "
02PRFL2608-126," 636,930.29 "," 26,610.99 "
02PRFL2608-127," 1,309,698.43 "," 38,403.32 "
02PRFL2608-128," 701,745.65 "," 39,721.62 "
02PRFL2608-129," 387,348.58 "," 10,212.36 "
02PRFL2608-13," 451,433.01 "," 16,198.25 "
02PRFL2608-131," 693,817.07 "," 24,444.58 "
02PRFL2608-132," 540,340.83 "," 20,243.59 "
02PRFL2608-133," 924,338.91 "," 33,404.27 "
02PRFL2608-134," 1,673,990.02 "," 68,447.05 "
02PRFL2608-135," 1,287,039.54 "," 37,289.53 "
02PRFL2608-136," 792,561.64 "," 22,412.69 "
02PRFL2608-137," 1,050,096.67 "," 43,553.79 "
02PRFL2608-138," 390,853.63 "," 12,048.05 "
02PRFL2608-139," 1,403,645.15 "," 49,435.85 "
02PRFL2608-14," 1,553,999.36 "," 55,288.46 "
02PRFL2608-140," 390,309.15 "," 10,044.71 "
02PRFL2608-141," 907,460.08 "," 31,549.10 "
02PRFL2608-15," 402,656.26 "," 10,480.94 "
02PRFL2608-16," 365,650.28 "," 8,072.35 "
02PRFL2608-17," 1,257,629.23 "," 57,858.48 "
02PRFL2608-18," 1,850,415.59 "," 63,626.85 "
02PRFL2608-19," 388,345.69 "," 12,556.61 "
02PRFL2608-2," 390,318.36 "," 14,228.98 "
02PRFL2608-20," 388,597.33 "," 10,955.38 "
02PRFL2608-21," 1,557,893.61 "," 54,776.40 "
02PRFL2608-22," 825,520.57 "," 34,209.31 "
02PRFL2608-23," 393,201.90 "," 14,232.42 "
02PRFL2608-24," 789,316.68 "," 23,227.62 "
02PRFL2608-25," 572,192.71 "," 15,989.92 "
02PRFL2608-26," 409,222.03 "," 12,616.58 "
02PRFL2608-27," 690,450.72 "," 24,732.99 "
02PRFL2608-28," 773,843.91 "," 22,019.29 "
02PRFL2608-29," 1,184,032.62 "," 54,711.82 "
02PRFL2608-3," 418,099.03 "," 14,915.32 "
02PRFL2608-31," 426,252.96 "," 13,311.90 "
02PRFL2608-32," 392,261.19 "," 10,229.19 "
02PRFL2608-33," 419,304.61 "," 13,328.93 "
02PRFL2608-34," 833,732.96 "," 27,170.18 "
02PRFL2608-35," 1,977,995.86 "," 70,187.28 "
02PRFL2608-36," 1,412,414.68 "," 50,202.70 "
02PRFL2608-37," 676,470.43 "," 25,087.32 "
02PRFL2608-39," 2,343,427.79 "," 67,638.36 "
02PRFL2608-4," 392,222.77 "," 12,089.81 "
02PRFL2608-40," 838,754.33 "," 31,122.01 "
02PRFL2608-42," 638,241.25 "," 23,239.83 "
02PRFL2608-43," 1,538,083.54 "," 56,770.28 "
02PRFL2608-44," 801,663.70 "," 45,169.37 "
02PRFL2608-45," 1,038,627.85 "," 31,899.33 "
02PRFL2608-47," 671,772.08 "," 23,863.63 "
02PRFL2608-48," 1,181,662.98 "," 42,430.94 "
02PRFL2608-49," 1,102,640.22 "," 38,228.77 "
02PRFL2608-5," 1,556,095.79 "," 54,592.31 "
02PRFL2608-50," 401,650.95 "," 8,691.55 "
02PRFL2608-51," 389,386.44 "," 13,062.95 "
02PRFL2608-53," 717,938.36 "," 25,675.56 "
02PRFL2608-54," 378,657.32 "," 12,804.04 "
02PRFL2608-56," 796,236.54 "," 23,678.32 "
02PRFL2608-57," 1,127,157.72 "," 39,617.95 "
02PRFL2608-59," 1,796,289.58 "," 50,763.13 "
02PRFL2608-6," 382,059.10 "," 10,673.73 "
02PRFL2608-62," 375,720.38 "," 13,834.61 "
02PRFL2608-63," 1,203,462.37 "," 65,389.60 "
02PRFL2608-64," 1,551,978.16 "," 54,597.44 "
02PRFL2608-65," 854,014.11 "," 31,830.69 "
02PRFL2608-68," 514,826.80 "," 13,607.62 "
02PRFL2608-69," 752,229.76 "," 32,259.04 "
02PRFL2608-7," 569,125.57 "," 20,363.44 "
02PRFL2608-70," 389,070.41 "," 10,662.94 "
02PRFL2608-71," 769,813.96 "," 28,623.08 "
02PRFL2608-72," 416,957.76 "," 14,900.03 "
02PRFL2608-73," 1,565,446.14 "," 55,846.61 "
02PRFL2608-74," 1,999,003.85 "," 56,619.17 "
02PRFL2608-75," 1,795,659.23 "," 59,265.80 "
02PRFL2608-76," 1,586,481.93 "," 59,534.51 "
02PRFL2608-77," 395,458.18 "," 13,737.92 "
02PRFL2608-78," 534,170.19 "," 19,857.58 "
02PRFL2608-79," 410,669.91 "," 10,616.62 "
02PRFL2608-80," 398,054.62 "," 12,874.98 "
02PRFL2608-81," 1,175,421.00 "," 33,653.17 "
02PRFL2608-82," 299,509.72 "," 21,534.12 "
02PRFL2608-84," 811,719.76 "," 30,103.16 "
02PRFL2608-85," 586,317.13 "," 21,052.45 "
02PRFL2608-86," 384,133.48 "," 12,725.40 "
02PRFL2608-87," 610,018.02 "," 21,557.68 "
02PRFL2608-9," 868,841.95 "," 41,072.73 "
02PRFL2608-90," 393,765.89 "," 14,161.93 "
02PRFL2608-92," 377,434.06 "," 16,853.23 "
02PRFL2608-93," 790,316.28 "," 25,421.55 "
02PRFL2608-94," 370,803.16 "," 12,460.07 "
02PRFL2608-95," 821,405.29 "," 34,183.06 "
02PRFL2608-96," 812,473.80 "," 26,987.42 "
02PRFL2608-97," 1,521,245.51 "," 54,948.39 "
02PRFL2608-99," 395,734.40 "," 11,213.38 "
02PRRL2606-1," 1,169,736.22 "," 69,162.32 "
02PRRL2606-10," 553,733.30 "," 32,880.08 "
02PRRL2606-11," 638,696.34 "," 27,079.94 "
02PRRL2606-2," 588,414.16 "," 27,726.59 "
02PRRL2606-4," 517,691.28 "," 24,144.92 "
02PRRL2606-5," 782,196.89 "," 29,742.06 "
02PRRL2606-6," 652,799.40 "," 27,619.99 "
02PRRL2606-7," 406,699.80 "," 17,475.88 "
02PRRL2606-8," 1,586,329.73 "," 59,325.13 "
02PRRL2606-9," 3,060,845.49 "," 131,165.74 "
02PRRL2607-1," 302,513.83 "," 24,041.66 "
02PRRL2607-2," 695,545.78 "," 26,916.85 "
02PRRL2607-3," 120,029.38 "," 45,915.55 "
02PRRL2607-4," 711,665.94 "," 27,978.72 "
02PRRL2607-5," 337,416.65 "," 12,556.20 "
02PRRL2607-6," 651,533.40 "," 26,689.40 "
02PRRL2607-7," 377,361.13 "," 15,508.65 "
02PRRL2607-8," 706,197.10 "," 36,774.94 "
02PRRL2607-9," 1,159,432.47 "," 40,395.79 "
02PRRL2608-1," 456,369.70 "," 16,419.58 "
02PRRL2608-10," 476,692.83 "," 10,499.00 "
02PRRL2608-11," 790,709.92 "," 23,864.06 "
02PRRL2608-12," 577,457.52 "," 18,346.47 "
02PRRL2608-13," 859,168.05 "," 39,831.01 "
02PRRL2608-2," 275,473.89 "," 8,944.57 "
02PRRL2608-3," 272,014.80 "," 13,682.85 "
02PRRL2608-4," 1,568,373.71 "," 75,936.63 "
02PRRL2608-5," 1,468,311.29 "," 51,106.62 "
02PRRL2608-6," 297,193.88 "," 11,087.65 "
02PRRL2608-7," 1,183,074.16 "," 33,797.97 "
02PRRL2608-8," 1,385,856.14 "," 43,142.30 "
02PRRL2608-9," 360,241.39 "," 16,877.36 "
02PRTL2606-1," 1,552,628.53 "," 62,723.63 "
02PRTL2606-2," 397,894.74 "," 16,027.89 "
02PRTL2606-3," 648,208.37 "," 26,522.97 "
02PRTL2606-4," 700,733.65 "," 26,348.18 "
02PRTL2606-5," 767,850.74 "," 29,610.94 "
02PRTL2606-7," 1,009,503.86 "," 56,242.25 "
02PRTL2607-1," 560,185.97 "," 22,955.36 "
02PRTL2607-2," 398,054.62 "," 15,097.15 "
02PRTL2607-3," 336,324.86 "," 24,335.43 "
02PRTL2607-4," 570,234.62 "," 24,945.26 "
02PRTL2607-5," 1,086,283.88 "," 43,257.58 "
02PRTL2608-1," 846,848.69 "," 28,258.84 "
02PRTL2608-2," 594,283.01 "," 20,039.35 "
02PRTL2608-3," 1,084,818.96 "," 32,991.31 "
02PRTL2608-4," 1,002,871.81 "," 36,017.49 "
02PRTL2608-5," 1,387,485.26 "," 49,764.51 "
02PSFL2606-1," 1,146,119.61 "," 63,293.57 "
02PSFL2606-2," 418,928.91 "," 26,035.36 "
02PSFL2606-5," 570,395.65 "," 24,748.36 "
02PSFL2606-6," 966,029.78 "," 41,094.44 "
02PSFL2607-1," 2,328,454.65 "," 102,466.81 "
02PSFL2607-10," 589,757.68 "," 28,942.29 "
02PSFL2607-11," 328,410.38 "," 19,246.88 "
02PSFL2607-12," 1,295,474.21 "," 57,494.94 "
02PSFL2607-14," 822,230.60 "," 28,511.71 "
02PSFL2607-15," 391,004.60 "," 13,687.93 "
02PSFL2607-16," 1,024,204.58 "," 38,916.43 "
02PSFL2607-17," 645,093.49 "," 26,175.51 "
02PSFL2607-18," 643,273.32 "," 26,036.00 "
02PSFL2607-19," 849,545.51 "," 35,215.32 "
02PSFL2607-2," 2,823,808.81 "," 97,722.43 "
02PSFL2607-21," 2,157,222.46 "," 91,665.23 "
02PSFL2607-22," 3,286,000.00 "," 143,885.17 "
02PSFL2607-23," 349,369.67 "," 12,545.32 "
02PSFL2607-26," 1,220,039.75 "," 59,732.91 "
02PSFL2607-27," 2,388,030.12 "," 82,566.09 "
02PSFL2607-28," 366,402.77 "," 22,107.68 "
02PSFL2607-3," 1,393,275.56 "," 52,371.01 "
02PSFL2607-30," 1,349,500.02 "," 113,057.73 "
02PSFL2607-31," 2,494,565.45 "," 99,042.52 "
02PSFL2607-33," 432,560.06 "," 29,765.58 "
02PSFL2607-34," 787,458.27 "," 44,611.81 "
02PSFL2607-36," 1,037,102.08 "," 36,691.57 "
02PSFL2607-37," 1,098,012.11 "," 45,280.27 "
02PSFL2607-38," 1,213,289.50 "," 55,279.46 "
02PSFL2607-39," 366,564.58 "," 39,143.99 "
02PSFL2607-4," 438,621.75 "," 15,809.80 "
02PSFL2607-40," 1,213,271.22 "," 44,424.85 "
02PSFL2607-41," 314,440.20 "," 18,803.00 "
02PSFL2607-42," 437,890.64 "," 17,754.56 "
02PSFL2607-47," 400,951.61 "," 15,814.09 "
02PSFL2607-48," 304,956.80 "," 11,904.02 "
02PSFL2607-49," 702,681.36 "," 25,506.00 "
02PSFL2607-50," 1,111,052.08 "," 65,468.94 "
02PSFL2607-51," 742,424.03 "," 26,686.85 "
02PSFL2607-52," 874,606.55 "," 37,829.34 "
02PSFL2607-53," 1,091,936.37 "," 49,637.82 "
02PSFL2607-54," 679,741.44 "," 27,965.20 "
02PSFL2607-55," 1,538,203.20 "," 85,386.61 "
02PSFL2607-57," 422,861.25 "," 16,184.71 "
02PSFL2607-58," 1,578,825.84 "," 71,634.18 "
02PSFL2607-6," 3,286,000.00 "," 164,367.77 "
02PSFL2607-60," 1,759,679.64 "," 99,666.20 "
02PSFL2607-61," 299,715.35 "," 10,116.06 "
02PSFL2607-62," 592,746.74 "," 34,880.06 "
02PSFL2607-63," 577,441.34 "," 33,835.49 "
02PSFL2607-65," 378,484.79 "," 14,704.13 "
02PSFL2607-66," 648,564.50 "," 22,221.55 "
02PSFL2607-68," 1,085,623.52 "," 54,524.09 "
02PSFL2607-69," 623,306.48 "," 24,700.49 "
02PSFL2607-7," 1,251,587.14 "," 35,742.30 "
02PSFL2607-70," 1,339,000.00 "," 54,012.39 "
02PSFL2607-72," 646,959.60 "," 28,816.12 "
02PSFL2607-74," 2,242,412.24 "," 91,890.54 "
02PSFL2607-75," 2,369,378.96 "," 86,306.88 "
02PSFL2607-76," 857,094.52 "," 25,197.61 "
02PSFL2607-77," 744,339.12 "," 100,858.69 "
02PSFL2607-79," 1,180,653.18 "," 45,122.60 "
02PSFL2607-80," 482,091.14 "," 20,499.08 "
02PSFL2607-9," 611,107.13 "," 31,483.36 "
02PSRL2606-1," 432,336.90 "," 31,286.43 "
02PSRL2606-2," 1,063,600.71 "," 37,897.41 "
02PSRL2606-4," 421,500.19 "," 17,052.16 "
02PSRL2606-5," 394,499.38 "," 13,252.58 "
02PSRL2607-1," 722,908.75 "," 40,753.14 "
02PSRL2607-2," 157,902.30 "," 15,363.72 "
02PSRL2607-4," 2,910,133.31 "," 115,505.23 "
02PSRL2607-5," 1,130,844.32 "," 44,149.24 "
02PSRL2608-1," 3,237,405.54 "," 90,436.18 "
02PSRL2608-2," 3,183,105.26 "," 109,879.45 "
02PSRL2608-3," 1,307,633.53 "," 49,156.55 "
02PSRL2608-4," 1,106,792.68 "," 37,347.86 "
02PSRL2608-5," 862,802.62 "," 27,464.12 "
02PSRL2608-6," 847,333.41 "," 37,912.17 "
02PSRL2608-7," 3,265,283.81 "," 96,261.72 "
02PSRL2608-8," 2,472,365.11 "," 78,466.36 "
02PSTL2606-1," 974,602.15 "," 41,959.22 "
02PSTL2606-3," 570,302.18 "," 28,735.46 "
02PSTL2606-4," 1,449,717.07 "," 59,596.62 "
02PSTL2607-1," 1,005,354.79 "," 44,407.89 "
02PSTL2607-10," 922,264.66 "," 38,673.08 "
02PSTL2607-11," 832,858.90 "," 56,773.21 "
02PSTL2607-12," 409,547.62 "," 34,225.46 "
02PSTL2607-13," 746,215.07 "," 32,876.47 "
02PSTL2607-14," 3,229,932.30 "," 101,752.93 "
02PSTL2607-15," 3,221,400.72 "," 113,194.91 "
02PSTL2607-16," 2,478,197.29 "," 89,685.58 "
02PSTL2607-17," 497,262.71 "," 23,172.34 "
02PSTL2607-18," 1,468,250.08 "," 60,407.34 "
02PSTL2607-19," 601,791.23 "," 23,576.75 "
02PSTL2607-2," 747,538.04 "," 29,426.24 "
02PSTL2607-20," 1,826,551.86 "," 187,493.62 "
02PSTL2607-21," 3,365,973.13 "," 142,175.25 "
02PSTL2607-23," 913,480.07 "," 40,744.35 "
02PSTL2607-24," 474,674.05 "," 17,442.48 "
02PSTL2607-25," 65,604.49 "," 18,342.49 "
02PSTL2607-26," 3,025,426.65 "," 116,391.65 "
02PSTL2607-3," 919,762.31 "," 33,383.26 "
02PSTL2607-4," 1,192,304.43 "," 43,786.73 "
02PSTL2607-5," 455,251.58 "," 18,739.45 "
02PSTL2607-6," 328,564.74 "," 15,241.16 "
02PSTL2607-7," 1,275,459.05 "," 65,454.56 "
02PSTL2607-8," 1,240,098.02 "," 54,532.41 "
02PSTL2607-9," 393,773.99 "," 20,566.44 "
02PTFL2606-1," 1,676,880.08 "," 68,778.33 "
02PTFL2606-10," 281,945.45 "," 11,799.53 "
02PTFL2606-11," 653,531.20 "," 33,130.23 "
02PTFL2606-12," 1,335,978.95 "," 45,120.47 "
02PTFL2606-13," 1,624,047.67 "," 55,419.22 "
02PTFL2606-14," 778,370.88 "," 24,706.07 "
02PTFL2606-4," 538,538.29 "," 17,929.42 "
02PTFL2606-5," 223,318.68 "," 11,587.24 "
02PTFL2606-8," 604,463.49 "," 25,245.94 "
02PTRL2606-1," 731,388.15 "," 32,703.60 "
02PTRL2606-2," 919,220.73 "," 71,637.67 "
02PTRL2606-4," 304,041.36 "," 14,162.40 "
02PTRL2607-1," 975,001.96 "," 47,792.64 "
02PTRL2607-2," 715,980.72 "," 26,807.01 "
02PTRL2608-1," 424,092.83 "," 24,555.11 "
02PTRL2608-2," 553,582.42 "," 20,824.66 "
02PTRL2608-3," 1,383,324.18 "," 44,724.44 "
02PTRL2608-4," 250,697.24 "," 24,638.00 "
02PTRL2608-5," 811,958.67 "," 27,239.92 "
02PTRL2608-6," 334,138.26 "," 18,602.66 "
02PTRL2608-7," 1,877,046.98 "," 56,166.11 "
02PTRL2608-8," 221,621.71 "," 5,968.00 "
02PTTL2606-1," 375,055.10 "," 12,131.45 "
02PTTL2606-2," 218,832.01 "," 6,633.93 "
02PUFL2606-1," 1,091,858.18 "," 53,841.88 "
02PUFL2606-3," 144,488.74 "," 15,214.03 "
02PUFL2607-4," 589,702.58 "," 45,647.29 "
02PUFL2607-5," 321,394.05 "," 20,387.98 "
02PUFL2608-1," 1,890,934.02 "," 90,377.87 "
02PUFL2608-10," 1,545,644.49 "," 80,610.10 "
02PUFL2608-11," 5,386,382.27 "," 179,148.38 "
02PUFL2608-12," 578,170.59 "," 25,205.32 "
02PUFL2608-14," 147,360.24 "," 13,374.78 "
02PUFL2608-15," 636,771.65 "," 23,886.06 "
02PUFL2608-17," 1,190,735.50 "," 45,608.55 "
02PUFL2608-18," 934,433.37 "," 27,225.48 "
02PUFL2608-19," 483,063.33 "," 18,859.47 "
02PUFL2608-20," 720,051.56 "," 37,697.43 "
02PUFL2608-21," 1,431,895.87 "," 56,046.13 "
02PUFL2608-22," 4,955,158.14 "," 229,912.55 "
02PUFL2608-23," 3,043,494.20 "," 162,416.04 "
02PUFL2608-25," 194,793.63 "," 10,432.89 "
02PUFL2608-26," 211,122.32 "," 21,565.32 "
02PUFL2608-3," 1,623,366.38 "," 67,132.07 "
02PUFL2608-4," 697,754.28 "," 36,850.20 "
02PUFL2608-5," 80,568.37 "," 10,604.54 "
02PUFL2608-6," 925,314.75 "," 30,959.16 "
02PUFL2608-7," 3,937,615.51 "," 249,386.08 "
02PUFL2608-8," 1,934,676.00 "," 62,720.22 "
02PVRL2607-1," 1,012,636.68 "," 42,704.09 "
02PVRL2608-1," 1,823,773.27 "," 65,243.41 "
02PVRL2608-2," 375,979.95 "," 11,272.11 "
02PVRL2608-3," 861,214.89 "," 31,184.83 "
02PVTL2606-1," 712,113.66 "," 34,452.17 "
02PVTL2606-2," 1,813,815.20 "," 72,014.05 "
02PZFL2606-5," 779,638.50 "," 53,536.45 "
02PZFL2607-1," 626,339.51 "," 29,280.88 "
02PZFL2607-11," 1,281,550.00 "," 49,939.32 "
02PZFL2607-12," 2,200,167.93 "," 95,298.02 "
02PZFL2607-2," 514,987.38 "," 14,214.71 "
02PZFL2607-5," 650,894.82 "," 26,398.26 "
02PZFL2607-6," 517,772.70 "," 23,454.10 "
02PZFL2607-9," 2,069,874.11 "," 63,881.04 "
02PZFL2608-1," 679,127.04 "," 23,899.50 "
02PZFL2608-10," 407,851.13 "," 14,488.52 "
02PZFL2608-11," 519,954.69 "," 19,152.85 "
02PZFL2608-12," 514,446.23 "," 78,707.31 "
02PZFL2608-13," 920,000.00 "," 30,759.76 "
02PZFL2608-14," 1,172,642.45 "," 36,832.08 "
02PZFL2608-15," 845,878.61 "," 31,340.13 "
02PZFL2608-17," 797,040.00 "," 26,891.73 "
02PZFL2608-18," 439,115.71 "," 11,951.03 "
02PZFL2608-19," 365,588.76 "," 12,077.28 "
02PZFL2608-2," 844,613.68 "," 35,376.80 "
02PZFL2608-20," 376,129.35 "," 12,512.11 "
02PZFL2608-21," 2,460,750.02 "," 95,998.30 "
02PZFL2608-22," 790,987.92 "," 30,151.75 "
02PZFL2608-3," 806,287.19 "," 20,574.70 "
02PZFL2608-4," 1,379,901.67 "," 50,954.88 "
02PZFL2608-5," 519,081.12 "," 18,283.81 "
02PZFL2608-6," 29,572.45 "," 5,872.82 "
02PZFL2608-7," 743,870.51 "," 25,653.53 "
02PZFL2608-8," 1,092,362.74 "," 37,258.69 "
02PZFL2608-9," 421,958.23 "," 8,195.88 "
02PZRL2606-1," 305,009.75 "," 13,660.93 "
02PZRL2607-1," 398,418.19 "," 11,037.87 "
02PZRL2607-2," 3,111,371.68 "," 120,778.71 "
02PZRL2607-3," 286,986.55 "," 15,397.32 "
02PZRL2607-4," 446,455.07 "," 18,018.71 "
02PZRL2607-5," 365,348.46 "," 17,147.53 "
02PZRL2608-1," 241,638.22 "," 9,659.89 "
02PZRL2608-2," 630,315.86 "," 39,461.44 "
02PZTL2607-1," 1,701,567.66 "," 73,122.98 "
03PACL2606-4," 380,712.95 "," 18,325.31 "
03PACL2607-1," 940,085.59 "," 44,284.54 "
03PACL2607-2," 952,457.73 "," 42,522.48 "
03PACL2607-3," 2,725,868.27 "," 124,164.32 "
03PACL2607-4," 963,464.47 "," 39,911.72 "
03PAFL2608-1," 596,956.51 "," 22,901.12 "
03PAFL2608-10," 796,143.55 "," 46,998.40 "
03PAFL2608-12," 623,369.60 "," 32,715.82 "
03PAFL2608-14," 495,349.97 "," 23,345.62 "
03PAFL2608-15," 112,166.28 "," 15,514.26 "
03PAFL2608-16," 215,264.47 "," 44,498.71 "
03PAFL2608-17," 374,258.18 "," 19,478.16 "
03PAFL2608-18," 948,926.81 "," 39,047.52 "
03PAFL2608-19," 688,942.44 "," 67,447.60 "
03PAFL2608-2," 906,768.62 "," 33,462.14 "
03PAFL2608-20," 748,957.11 "," 26,414.67 "
03PAFL2608-21," 227,087.42 "," 8,737.53 "
03PAFL2608-23," 950,056.41 "," 51,987.45 "
03PAFL2608-26," 276,361.74 "," 13,415.36 "
03PAFL2608-27," 1,012,063.67 "," 122,942.66 "
03PAFL2608-29," 384,051.27 "," 71,138.21 "
03PAFL2608-31," 432,713.56 "," 21,599.00 "
03PAFL2608-32," 1,468,578.22 "," 64,844.60 "
03PAFL2608-33," 1,280,383.99 "," 55,512.54 "
03PAFL2608-34," 343,179.71 "," 11,726.52 "
03PAFL2608-35," 923,348.02 "," 31,328.34 "
03PAFL2608-36," 1,166,741.33 "," 42,161.37 "
03PAFL2608-38," 723,566.33 "," 37,111.29 "
03PAFL2608-40," 820,035.76 "," 23,724.63 "
03PAFL2608-41," 790,690.68 "," 30,824.22 "
03PAFL2608-42," 1,645,037.83 "," 72,942.48 "
03PAFL2608-43," 385,787.26 "," 17,859.84 "
03PAFL2608-46," 1,059,446.83 "," 112,803.39 "
03PAFL2608-48," 799,941.11 "," 34,270.80 "
03PAFL2608-5," 1,424,046.30 "," 48,567.86 "
03PAFL2608-50," 1,635,115.95 "," 66,795.70 "
03PAFL2608-51," 459,355.50 "," 24,140.58 "
03PAFL2608-52," 361,521.97 "," 17,249.33 "
03PAFL2608-53," 869,355.77 "," 53,339.51 "
03PAFL2608-54," 640,283.84 "," 36,683.08 "
03PAFL2608-55," 834,378.84 "," 89,918.52 "
03PAFL2608-56," 435,162.19 "," 51,882.42 "
03PAFL2608-57," 395,229.29 "," 15,056.38 "
03PAFL2608-59," 865,947.48 "," 80,718.81 "
03PAFL2608-6," 1,320,977.04 "," 79,745.15 "
03PAFL2608-62," 1,123,471.34 "," 48,717.18 "
03PAFL2608-63," 214,619.47 "," 15,925.25 "
03PAFL2608-64," 698,623.73 "," 62,857.16 "
03PAFL2608-66," 43,467.78 "," 33,698.07 "
03PAFL2608-67," 950,367.26 "," 36,168.69 "
03PAFL2608-69," 895,180.08 "," 24,962.40 "
03PAFL2608-71," 947,184.06 "," 33,257.58 "
03PAFL2608-72," 3,582,982.67 "," 162,676.05 "
03PAFL2608-8," 192,131.83 "," 7,734.78 "
03PAML2606-1," 78,631.44 "," 5,809.69 "
03PAML2606-2," 591,838.14 "," 56,922.28 "
03PAML2606-4," 167,935.17 "," 49,336.45 "
03PAML2606-5," 1,883,075.97 "," 96,115.08 "
03PAML2606-6," 1,242,022.62 "," 53,750.36 "
03PAML2607-2," 658,656.15 "," 28,848.41 "
03PAML2607-3," 805,042.55 "," 59,685.06 "
03PAML2607-4," 1,431,078.25 "," 71,621.09 "
03PAML2607-5," 889,532.08 "," 48,119.59 "
03PAML2607-6," 1,306,474.51 "," 69,597.29 "
03PAML2607-7," 627,123.24 "," 34,140.03 "
03PAML2607-8," 638,092.49 "," 46,888.27 "
03PATL2608-1," 1,553,810.09 "," 43,572.85 "
03PATL2608-10," 1,171,982.96 "," 111,428.01 "
03PATL2608-11," 1,667,872.66 "," 60,824.93 "
03PATL2608-12," 773,467.75 "," 49,185.54 "
03PATL2608-2," 925,158.26 "," 34,928.84 "
03PATL2608-3," 910,305.83 "," 43,847.56 "
03PATL2608-4," 1,108,682.87 "," 53,948.45 "
03PATL2608-5," 219,532.52 "," 13,845.62 "
03PATL2608-6," 1,878,031.70 "," 52,332.77 "
03PATL2608-7," 319,127.99 "," 21,710.22 "
03PATL2608-8," 976,422.13 "," 39,059.10 "
03PATL2608-9," 1,371,407.98 "," 64,010.63 "
03PBML2606-1," 1,398,767.27 "," 62,408.82 "
03PBML2607-2," 570,301.98 "," 39,721.41 "
03PBRL2606-2," 715,965.94 "," 56,948.15 "
03PBRL2608-1," 398,677.07 "," 21,860.31 "
03PBRL2608-2," 463,201.88 "," 22,062.71 "
03PBTL2608-1," 1,386,529.81 "," 60,815.57 "
03PCRL2606-1," 668,997.79 "," 45,396.27 "
03PCRL2606-2," 796,401.88 "," 38,329.90 "
03PCRL2607-1," 678,761.91 "," 45,514.10 "
03PCRL2607-2," 2,826,434.84 "," 124,425.08 "
03PCRL2607-3," 1,568,944.83 "," 78,034.58 "
03PCRL2608-1," 898,221.91 "," 41,870.15 "
03PCRL2608-2," 1,198,544.86 "," 43,020.13 "
03PCRL2608-3," 420,714.28 "," 28,932.03 "
03PDCL2606-1," 445,946.92 "," 22,247.47 "
